Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility,SMA_20,SMA_50,RSI,MACD,MACD_Signal
2025-09-07 00:00:00+00:00,110256.1640625,110385.0859375,110229.953125,110385.0859375,0,0.0,0.0,,,,,,0.0,0.0
2025-09-07 01:00:00+00:00,110384.5859375,110601.1796875,110355.53125,110550.453125,217135104,0.0,0.0,0.001498093570300174,,,,,3.7101612580008805,2.061200698889378
2025-09-07 02:00:00+00:00,110574.3828125,110695.84375,110481.796875,110683.2734375,115441664,0.0,0.0,0.0012014452111726026,,,,,8.846231803967385,4.8419511517902
2025-09-07 03:00:00+00:00,110679.2734375,110749.53125,110624.2265625,110652.203125,618588160,0.0,0.0,-0.00028071371161197956,,,,,9.843636893085204,6.536289140033765
2025-09-07 04:00:00+00:00,110643.9375,110663.921875,110520.9375,110582.6328125,0,0.0,0.0,-0.0006287295737023024,,,,,7.4100157199573005,6.796203044104307
2025-09-07 05:00:00+00:00,110575.6640625,110710.359375,110574.421875,110675.0078125,177319936,0.0,0.0,0.0008353481704186372,,,,,9.75780478309025,7.598961777240838
2025-09-07 06:00:00+00:00,110669.578125,110669.578125,110522.2265625,110522.2265625,172412928,0.0,0.0,-0.0013804494168985215,,,,,4.174141909228638,6.732231234527072
2025-09-07 07:00:00+00:00,110510.875,110892.4296875,110510.875,110727.1640625,0,0.0,0.0,0.0018542650322386223,,,,,10.109798151315772,7.543924079791345
2025-09-07 08:00:00+00:00,110761.1953125,111289.5078125,110744.1171875,111092.46875,2547316736,0.0,0.0,0.0032991424515649292,,,,,32.19039886405517,13.237382026748202
2025-09-07 09:00:00+00:00,111095.7734375,111253.71875,110945.609375,111096.421875,0,0.0,0.0,3.55840953440989e-05,,,,,47.58907370179077,20.934155074922824
2025-09-07 10:00:00+00:00,111123.703125,111181.7734375,111054.421875,111152.0,1143304192,0.0,0.0,0.000500269262159847,,,,,61.00995920105197,29.702512027136926
2025-09-07 11:00:00+00:00,111203.1796875,111269.6015625,111200.4375,111246.515625,105789440,0.0,0.0,0.0008503277044047408,,,,,75.2112856326712,39.4758880333338
2025-09-07 12:00:00+00:00,111243.015625,111279.7890625,111079.3046875,111107.859375,0,0.0,0.0,-0.0012463873517386537,,,,,76.91322759439936,47.3989297714686
2025-09-07 13:00:00+00:00,111116.4921875,111217.1875,111056.15625,111205.328125,104626176,0.0,0.0,0.000877244423106216,,,,75.56229700578976,82.83712708151143,54.81262708972662
2025-09-07 14:00:00+00:00,111195.7578125,111373.484375,111082.71875,111130.5234375,506914816,0.0,0.0,-0.000672671793350732,,,,72.19616819734063,81.80868293529784,60.40873375811006
2025-09-07 15:00:00+00:00,111139.7734375,111347.78125,111125.6015625,111286.8125,471412736,0.0,0.0,0.0014063558567498635,,,,72.04503779657212,89.4789397692075,66.3911654422255
2025-09-07 16:00:00+00:00,111307.1171875,111352.1875,111181.453125,111229.4296875,0,0.0,0.0,-0.0005156299404298625,,,,67.12424064275916,90.6670438588335,71.35818854246398
2025-09-07 17:00:00+00:00,111217.984375,111233.1640625,110933.453125,110983.96875,0,0.0,0.0,-0.002206798490198336,,,,59.16946649277516,74.98761283239583,72.09738966403296
2025-09-07 18:00:00+00:00,110974.9765625,111057.2265625,110875.9609375,111052.1484375,905959424,0.0,0.0,0.000614320142520608,,,,62.98663693254503,66.39937700194423,70.94112358121613
2025-09-07 19:00:00+00:00,111044.0078125,111261.0546875,111044.0078125,111255.8359375,0,0.0,0.0,0.0018341608232337325,,110930.86796875,,65.13361451276707,72.25599751649133,71.20716562419598
2025-09-07 20:00:00+00:00,111255.328125,111319.2578125,111145.703125,111294.6953125,986576896,0.0,0.0,0.00034927943035567566,0.020740453035796264,110976.3484375,,71.39710019476304,78.48587128428335,72.67645859188559
2025-09-07 21:00:00+00:00,111329.40625,111329.40625,111081.171875,111082.7734375,25165824,0.0,0.0,-0.0019041507270849412,0.02186151273754703,111002.964453125,,59.812282275031905,68.15898672230833,71.76624804959945
2025-09-07 22:00:00+00:00,111082.4609375,111326.4765625,111063.4453125,111277.328125,247877632,0.0,0.0,0.0017514388728281371,0.02226539392626847,111032.6671875,,55.63144967823008,72.55961440308602,71.92586352375338
2025-09-07 23:00:00+00:00,111255.1796875,111588.0,111119.3671875,111146.4609375,0,0.0,0.0,-0.0011760453787404979,0.02277925648023981,111057.380078125,,51.41495053748238,66.1243336777552,70.7600521660729
2025-09-08 00:00:00+00:00,111142.3828125,111283.84375,110840.5390625,110840.5390625,656431104,0.0,0.0,-0.0027524211964969902,0.024974987029301367,111070.275390625,,42.285110516802966,39.07923783661681,64.39986117798423
2025-09-08 01:00:00+00:00,110841.5859375,110964.6875,110741.2890625,110941.9609375,1305186304,0.0,0.0,0.0009150250969349738,0.025006935604161472,111083.623046875,,42.481900478668216,24.68951272103004,56.43371528797026
2025-09-08 02:00:00+00:00,110893.8359375,111302.421875,110677.5234375,111204.9921875,0,0.0,0.0,0.002370890578977436,0.02555756105727366,111117.761328125,,52.259058583259744,31.833588612193125,51.50176522928083
2025-09-08 03:00:00+00:00,111227.59375,111342.140625,111041.9765625,111041.9765625,1722718208,0.0,0.0,-0.0014659020408467338,0.02561267972102086,111133.501953125,,46.3132689873083,25.376628986210562,46.26661172107362
2025-09-08 04:00:00+00:00,111039.375,111211.2109375,110959.328125,110963.0625,0,0.0,0.0,-0.0007106687483682261,0.022867362319291866,111127.031640625,,46.227520881952294,14.354941350786248,39.87438615705886
2025-09-08 05:00:00+00:00,110968.9375,111049.8203125,110911.1484375,111049.8203125,816074752,0.0,0.0,0.0007818620948749633,0.0230601843859285,111124.7015625,,44.48849369724234,11.885341319750296,34.2696388484938
2025-09-08 06:00:00+00:00,111038.8125,111187.25,110932.765625,111131.03125,131706880,0.0,0.0,0.0007313018361621015,0.023143744940787647,111123.653125,,47.73672312729338,15.758350058560609,30.563710917252127
2025-09-08 07:00:00+00:00,111121.09375,111601.3515625,111121.09375,111271.1328125,29904896,0.0,0.0,0.0012606880447714186,0.023390222734990997,111124.883984375,,56.941543505274566,28.915127785498044,30.233732855346158
2025-09-08 08:00:00+00:00,111268.75,111817.59375,111265.1484375,111624.125,3246080,0.0,0.0,0.003172360868247903,0.025408879737439376,111150.697265625,,62.152866538077205,65.00413581574685,37.192223915110596
2025-09-08 09:00:00+00:00,111655.5625,112037.8828125,111629.671875,112037.8828125,0,0.0,0.0,0.0037067059876170205,0.02819284308950641,111192.325,,65.254521404668,123.27944338592351,54.41840251953218
2025-09-08 10:00:00+00:00,112061.0390625,112156.03125,111926.640625,112031.0234375,3455330304,0.0,0.0,-6.122371137162741e-05,0.027974318570479523,111237.35,,64.54430418814235,166.91928969031142,76.92771081390244
2025-09-08 11:00:00+00:00,112022.4765625,112104.296875,111794.5625,112068.1953125,0,0.0,0.0,0.0003317998341838546,0.027723111262581132,111276.419140625,,70.90789744133775,201.92870158200094,101.93602462935095
2025-09-08 12:00:00+00:00,112057.0546875,112114.2890625,111929.578125,112030.5390625,1166768128,0.0,0.0,-0.00033601192465892993,0.02765586000364068,111316.474609375,,67.12092314577052,224.1518386562384,126.38553489049453
2025-09-08 13:00:00+00:00,112033.6484375,112317.9375,111978.0390625,111980.2890625,1943676928,0.0,0.0,-0.00044853841122705074,0.026154691858981977,111366.290625,,69.67445804453621,235.15397140392452,148.14374119583036
2025-09-08 14:00:00+00:00,111896.8359375,112724.6171875,111896.8359375,112607.8984375,1323442176,0.0,0.0,0.005604641497663154,0.03193483891569358,111444.078125,,86.20525197173001,288.8401487773517,176.28769892920104
2025-09-08 15:00:00+00:00,112616.265625,112854.5,112537.984375,112595.875,2223353856,0.0,0.0,-0.00010677259470104339,0.031761492439789506,111511.080078125,,85.16943380303216,326.62677919915586,206.35951221280203
2025-09-08 16:00:00+00:00,112608.8203125,112642.3359375,112321.671875,112440.6796875,981393408,0.0,0.0,-0.0013783392375609216,0.0325257087831115,111568.379296875,,77.53908834488283,340.5650373514218,233.20347177993196
2025-09-08 17:00:00+00:00,112398.421875,112516.2734375,112118.546875,112188.6171875,0,0.0,0.0,-0.0022417376051135918,0.032878793291088435,111623.671484375,,74.57899038075078,328.1967117851309,252.2037361447043
2025-09-08 18:00:00+00:00,112207.5703125,112474.921875,112207.5703125,112474.921875,431095808,0.0,0.0,0.002551994085295606,0.0334023894406907,111683.551171875,,79.76156056029578,336.8201277217886,269.12816627715
2025-09-08 19:00:00+00:00,112469.6171875,112469.6171875,112022.578125,112022.578125,491020288,0.0,0.0,-0.004021729843944333,0.036702858334995286,111727.35703125,,66.73971320941413,304.75807313248515,276.25453564467074
2025-09-08 20:00:00+00:00,112035.3203125,112126.1015625,111905.640625,111993.96875,1482104832,0.0,0.0,-0.0002553893641698002,0.034888021125005775,111785.028515625,,65.12366639647732,273.9464301090338,275.79289443023265
2025-09-08 21:00:00+00:00,111975.5234375,112320.859375,111936.6796875,112291.1484375,0,0.0,0.0,0.0026535329608987634,0.035685728706151186,111852.487890625,,66.94369319096143,269.75266935891705,274.5848073202776
2025-09-08 22:00:00+00:00,112314.0859375,112452.875,112209.8671875,112239.0625,34738176,0.0,0.0,-0.00046384722415582225,0.03524320510796496,111904.19140625,,61.349440256541875,259.3301738173759,271.53379556990274
2025-09-08 23:00:00+00:00,112229.5390625,112285.5234375,111991.3828125,112068.1484375,0,0.0,0.0,-0.0015227680870908422,0.035285085670764535,111955.5,,50.61359215919818,234.88131730628083,264.20313643801694
2025-09-09 00:00:00+00:00,112052.796875,112074.9140625,111581.09375,111649.0546875,353800192,0.0,0.0,-0.0037396330343918427,0.03814301828875705,111989.799609375,,43.365142435296164,180.3289836197364,247.42800659604382
2025-09-09 01:00:00+00:00,111647.34375,111708.9765625,111322.21875,111407.5,92106752,0.0,0.0,-0.002163517534260362,0.03908203339347963,112007.68359375,111392.2928125,39.28445625923383,116.65281062987924,221.27259410028952
2025-09-09 02:00:00+00:00,111381.1953125,111409.453125,111154.515625,111336.7890625,172179456,0.0,0.0,-0.0006347053609496722,0.039119670507140804,112017.971484375,111411.326875,38.86771637749473,59.90828985009284,188.99936475511325
2025-09-09 03:00:00+00:00,111328.078125,111717.2265625,111273.8515625,111703.9765625,0,0.0,0.0,0.003297988949491515,0.04056626728167944,112039.613671875,111434.39734375,45.97549430142374,43.57226874664775,159.91367987356966
2025-09-09 04:00:00+00:00,111700.046875,112037.7890625,111644.59375,112034.1484375,1832796160,0.0,0.0,0.00295577548051984,0.04036236364657644,112060.11484375,111461.41484375,40.850559132497466,56.203433222384774,139.17147896952974
2025-09-09 05:00:00+00:00,112022.1484375,112206.6796875,111873.25,112203.765625,0,0.0,0.0,0.0015139775672470268,0.03853497064012531,112068.408984375,111492.44609375,44.04637634398399,78.78924656350864,127.0949618889276
2025-09-09 06:00:00+00:00,112199.828125,113104.7109375,112186.3125,113026.8984375,3608227840,0.0,0.0,0.0073360533660788985,0.04633933390500348,112118.202734375,111541.33140625,57.39994161781761,160.35938411914685,133.74787744936177
2025-09-09 07:00:00+00:00,113025.5859375,113217.2578125,112801.0078125,112989.015625,746602496,0.0,0.0,-0.0003351663455664067,0.04642166139159826,112164.24375,111587.6115625,60.68112487984503,219.44020155834733,150.88640639400845
2025-09-09 08:00:00+00:00,112991.265625,113143.078125,112898.2109375,112951.1953125,0,0.0,0.0,-0.00033472556859437397,0.046421386227660094,112210.2765625,111636.1909375,56.80720348919007,260.2331164149218,172.75581385672515
2025-09-09 09:00:00+00:00,112977.4296875,112997.0625,112909.7578125,112957.4140625,0,0.0,0.0,5.5056964937794106e-05,0.046331705549796875,112259.1328125,111680.7959375,65.31423496015911,289.7084122755332,196.1463895497882
2025-09-09 10:00:00+00:00,112935.2890625,113015.3359375,112661.0390625,112717.6640625,0,0.0,0.0,-0.0021224813084632643,0.042895749317434256,112264.62109375,111713.29984375,61.08832788690583,290.55566657816235,215.02828112598135
2025-09-09 11:00:00+00:00,112718.2109375,112809.8828125,112523.546875,112523.546875,979988480,0.0,0.0,-0.0017221541017063968,0.04335591699395985,112261.0046875,111741.84234375,53.67689048312415,272.56029304509866,226.53470114334218
2025-09-09 12:00:00+00:00,112470.359375,112806.9609375,112466.78125,112638.4140625,452018176,0.0,0.0,0.0010208280016945626,0.0432014090914475,112270.89140625,111771.570625,56.19526407772168,264.4380556365941,234.11538133587948
2025-09-09 13:00:00+00:00,112668.09375,112881.1875,112534.609375,112732.890625,0,0.0,0.0,0.0008387597009984482,0.04237075714149528,112298.105078125,111801.298125,60.56285923553437,262.53513332213333,239.79933730793803
2025-09-09 14:00:00+00:00,112748.78125,112783.640625,111567.359375,111773.1796875,2480820224,0.0,0.0,-0.008513140505661543,0.051584517546340684,112263.01796875,111814.60453125,51.683179225534154,182.0486632508546,228.24919343384283
2025-09-09 15:00:00+00:00,111781.921875,111781.921875,110791.4609375,110944.890625,1911250944,0.0,0.0,-0.007410445554253409,0.05603117993758664,112209.13359375,111809.39578125,44.588038737556346,51.289902259261,192.85731298308306
2025-09-09 16:00:00+00:00,110893.046875,111116.8359375,110815.9921875,110978.484375,584019968,0.0,0.0,0.00030279672917554734,0.0560954960414012,112158.359375,111806.355,45.771553432967934,-49.06955233810004,144.4719156212415
2025-09-09 17:00:00+00:00,110967.609375,111181.2578125,110919.515625,111039.015625,0,0.0,0.0,0.0005454323001516936,0.05503802549092314,112095.752734375,111801.3990625,41.54032397532715,-122.33200762872002,91.11110953437186
2025-09-09 18:00:00+00:00,111041.5390625,111288.0859375,110987.4609375,111169.3828125,312508416,0.0,0.0,0.00117406649154983,0.05537994726351548,112042.26875,111800.198125,38.40913279496029,-167.98789600929013,39.29129177139215
2025-09-09 19:00:00+00:00,111167.234375,111384.5625,111167.234375,111368.671875,57470976,0.0,0.0,0.0017926614096268612,0.05579522245312457,112007.294921875,111807.8921875,38.89516836143167,-186.02097199083073,-5.77117256706655
2025-09-09 20:00:00+00:00,111334.5234375,111501.578125,111121.6015625,111501.578125,767508480,0.0,0.0,0.0011933899162339667,0.054502882092919765,111999.92109375,111816.88078125,25.156195522437443,-187.4735766366357,-42.11166085578527
2025-09-09 21:00:00+00:00,111502.65625,111697.6796875,111309.5078125,111309.5078125,2927251456,0.0,0.0,-0.0017225793188745397,0.05429931669114551,111995.021484375,111817.95421875,23.95310572777963,-201.73039170248376,-74.03541227819282
2025-09-09 22:00:00+00:00,111298.3828125,111607.8203125,111298.3828125,111551.9140625,0,0.0,0.0,0.002177767692660426,0.05480508224407002,112005.777734375,111823.09859375,29.593947956067993,-191.3381533993088,-97.49596359077155
2025-09-09 23:00:00+00:00,111554.59375,111554.59375,111387.2109375,111539.609375,0,0.0,0.0,-0.0001103045842234529,0.05348863697067135,111997.559375,111832.2353125,29.36045255311744,-181.99270487722242,-114.39531362777099
2025-09-10 00:00:00+00:00,111539.0625,111541.515625,110990.7421875,110990.7421875,893505536,0.0,0.0,-0.0049208275927763445,0.05487188405791624,111945.3890625,111826.50359375,26.936223669987427,-216.23251072385756,-134.76275476294182
2025-09-10 01:00:00+00:00,110992.9609375,111184.9375,110943.1328125,111007.0625,0,0.0,0.0,0.00014704210620042346,0.05443176064177417,111885.55390625,111823.715625,28.736898836231077,-239.29418347161845,-155.6690419137581
2025-09-10 02:00:00+00:00,111001.46875,111535.8046875,111001.46875,111392.8671875,56930304,0.0,0.0,0.00347549677300929,0.04842552116315666,111803.85234375,111834.7621875,33.76899708426316,-223.94606975713396,-169.3244482187313
2025-09-10 03:00:00+00:00,111390.4453125,111535.3046875,111372.8203125,111502.8828125,1102069760,0.0,0.0,0.0009876361725640326,0.04879244149254649,111729.545703125,111845.980625,34.036141524222444,-200.61575884684862,-175.58271061431066
